year,artist.inverted,track,time,genre,date.entered,week,rank
2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,x31st.week,
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,x31st.week,
2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,x31st.week,
2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,x31st.week,
2000,Pink,There U Go,3:23,Rock,2000-03-04,x31st.week,46.0
2000,Creed,Higher,5:16,Rock,1999-09-11,x31st.week,34.0
2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,x31st.week,33.0
2000,Next,Wifey,4:03,Rock,2000-05-27,x31st.week,
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,x31st.week,
2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,x31st.week,
2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,x31st.week,
2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,x31st.week,
2000,Everclear,Wonderful,4:30,Rock,2000-07-08,x31st.week,
2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,x31st.week,
2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,x31st.week,
2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,x31st.week,
2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,x31st.week,
2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,x31st.week,
2000,Filter,Take A Picture,4:23,Rock,1999-11-27,x31st.week,
2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,x31st.week,
2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,x31st.week,
2000,BBMak,Back Here,3:35,Rock,2000-04-29,x31st.week,49.0
2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,x31st.week,
2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,x31st.week,
2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,x31st.week,
2000,Profyle,Liar,3:57,R&B,2000-09-16,x31st.week,
2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,x31st.week,
2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,x31st.week,
2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,x31st.week,
2000,Sting,Desert Rose,3:52,Rock,2000-05-13,x31st.week,
2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,x31st.week,
2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,x31st.week,
2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,x31st.week,
2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,x31st.week,
2000,Guy,Dancin',4:08,R&B,1999-12-18,x31st.week,
2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,x31st.week,
2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,x31st.week,
2000,Train,Meet Virginia,3:55,Rock,1999-10-09,x31st.week,
2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,x31st.week,
2000,Hanson,This Time Around,4:14,Country,2000-04-22,x31st.week,
2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,x31st.week,
2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,x31st.week,
2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,x31st.week,
2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,x31st.week,
2000,SoulDecision,Faded,3:25,Rock,2000-07-08,x31st.week,
2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,x31st.week,
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,x31st.week,
2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,x31st.week,
2000,Avant,Separated,4:13,Rock,2000-04-29,x31st.week,
2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,x31st.week,
2000,IMx,Stay The Night,3:37,Rap,1999-10-09,x31st.week,
2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,x31st.week,
2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,x31st.week,
2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,x31st.week,
2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,x31st.week,
2000,Sammie,I Like It,4:09,Rock,2000-01-29,x31st.week,
2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,x31st.week,
2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,x31st.week,
2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,x31st.week,
2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,x31st.week,
2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,x31st.week,
2000,Avant,My First Love,4:28,Rock,2000-11-04,x31st.week,
2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,x31st.week,
2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,x31st.week,
2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,x31st.week,
2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,x31st.week,
2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,x31st.week,
2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,x31st.week,
2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,x31st.week,
2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,x31st.week,
2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,x31st.week,
2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,x31st.week,
2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,x31st.week,
2000,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,x31st.week,
2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,x31st.week,
2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,x31st.week,
2000,Madonna,American Pie,4:30,Rock,2000-02-19,x31st.week,
2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,x31st.week,
2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,x31st.week,
2000,Lonestar,What About Now,3:30,Country,2000-06-10,x31st.week,
2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,x31st.week,
2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,x31st.week,
2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,x31st.week,
2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,x31st.week,
2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,x31st.week,
2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,x31st.week,
2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,x31st.week,
2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,x31st.week,
2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,x31st.week,
2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,x31st.week,
2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,x31st.week,
2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,x31st.week,
2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,x31st.week,
2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,x31st.week,
2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,x31st.week,
2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,x31st.week,
2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,x31st.week,
2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,x31st.week,
2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,x31st.week,
2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,x31st.week,
2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,x31st.week,
2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,x31st.week,
2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,x31st.week,
2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,x31st.week,
2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,x31st.week,
2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,x31st.week,
2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,x31st.week,
2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,x31st.week,
2000,Lonestar,Smile,3:33,Country,1999-12-18,x31st.week,
2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,x31st.week,
2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,x31st.week,
2000,"Strait, George",Go On,3:48,Country,2000-08-26,x31st.week,
2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,x31st.week,
2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,x31st.week,
2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,x31st.week,
2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,x31st.week,
2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,x31st.week,42.0
2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,x31st.week,
2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,x31st.week,
2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,x31st.week,
2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,x31st.week,
2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,x31st.week,
2000,"Black, Clint",Been There,5:28,Country,2000-02-19,x31st.week,
2000,Common,The Light,3:55,Rap,2000-08-05,x31st.week,
2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,x31st.week,
2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,x31st.week,
2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,x31st.week,
2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,x31st.week,
2000,Ideal,Whatever,3:48,R&B,2000-06-10,x31st.week,
2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,x31st.week,
2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,x31st.week,
2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,x31st.week,
2000,DMX,What You Want,4:05,Rap,2000-07-01,x31st.week,
2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,x31st.week,
2000,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,x31st.week,
2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,x31st.week,
2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,x31st.week,
2000,Eminem,Stan,5:26,Rap,2000-11-04,x31st.week,
2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,x31st.week,
2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,x31st.week,
2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,x31st.week,
2000,TLC,Dear Lie,4:36,Rock,2000-02-12,x31st.week,
2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,x31st.week,
2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,x31st.week,
2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,x31st.week,
2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,x31st.week,
2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,x31st.week,
2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,x31st.week,
2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,x31st.week,
2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,x31st.week,
2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,x31st.week,
2000,Jay-Z,Anything,3:41,Rap,2000-02-26,x31st.week,
2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,x31st.week,
2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,x31st.week,
2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,x31st.week,
2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,x31st.week,
2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,x31st.week,
2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,x31st.week,
2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,x31st.week,
2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,x31st.week,
2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,x31st.week,
2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,x31st.week,
2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,x31st.week,
2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,x31st.week,
2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,x31st.week,
2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,x31st.week,
2000,Nas,You Owe Me,3:51,R&B,2000-03-25,x31st.week,
2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,x31st.week,
2000,Puff Daddy,Best Friend,5:33,Rap,2000-02-12,x31st.week,
2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,x31st.week,
2000,Usher,Pop Ya Collar,3:36,Rock,2000-11-04,x31st.week,
2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,x31st.week,
2000,LFO,I Don't Wanna Kiss You Goodnight,5:00,Rock,2000-04-15,x31st.week,
2000,SheDaisy,Deck The Halls,3:46,Country,1999-12-25,x31st.week,
2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,x31st.week,
2000,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,x31st.week,
2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,x31st.week,
2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,x31st.week,
2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,x31st.week,
2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,x31st.week,
2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,x31st.week,
2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,x31st.week,
2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,x31st.week,
2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,x31st.week,
2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,x31st.week,
2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,x31st.week,
2000,"Adkins, Trace",More,3:05,Country,2000-04-29,x31st.week,
2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,x31st.week,
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,x31st.week,
2000,DMX,What's My Name,3:50,Rap,2000-01-15,x31st.week,
2000,"Martin, Ricky",Private Emotion,4:02,Latin,2000-03-11,x31st.week,
2000,Nine Days,If I Am,4:18,Rock,2000-12-02,x31st.week,
2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,x31st.week,
2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,x31st.week,
2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,x31st.week,
2000,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,x31st.week,
2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,x31st.week,
2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,x31st.week,
2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,x31st.week,
2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,x31st.week,
2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,x31st.week,
2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,x31st.week,
2000,Q-Tip,Breathe And Stop,4:06,Rock,2000-01-22,x31st.week,
2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,x31st.week,
2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,x31st.week,
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,x31st.week,
2000,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,x31st.week,
2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,x31st.week,
2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,x31st.week,
2000,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,x31st.week,
2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,x31st.week,
2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,x31st.week,
2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,x31st.week,
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,x31st.week,
2000,"Bega, Lou",Tricky Tricky ,3:23,Rock,2000-01-29,x31st.week,
2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,x31st.week,
2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,x31st.week,
2000,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,x31st.week,
2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,x31st.week,
2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,x31st.week,
2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,x31st.week,
2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,x31st.week,
2000,Metallica,I Disappear,4:26,Rock,2000-05-13,x31st.week,
2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,x31st.week,
2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,x31st.week,
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,x31st.week,
2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,x31st.week,
2000,"Allan, Gary",Smoke Rings In The Dark,4:18,Country,2000-01-22,x31st.week,
2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,x31st.week,
2000,Before Dark,Monica,4:04,Rock,2000-05-20,x31st.week,
2000,"Estefan, Gloria",No Me Dejes De Querer,3:25,Rock,2000-06-10,x31st.week,
2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,x31st.week,
2000,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,x31st.week,
2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,x31st.week,
2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,x31st.week,
2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,x31st.week,
2000,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,x31st.week,
2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,x31st.week,
2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,x31st.week,
2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,x31st.week,
2000,Juvenile,U Understand,3:51,Rap,2000-02-05,x31st.week,
2000,"Hollister, Dave",Can't Stay,6:17,Rock,2000-03-25,x31st.week,
2000,Tamia,Can't Go For That,3:38,Rock,2000-09-16,x31st.week,
2000,LFO,West Side Story,3:27,Rock,2000-08-05,x31st.week,
2000,"Paisley, Brad",Me Neither,3:19,Country,2000-05-13,x31st.week,
2000,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,x31st.week,
2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,2000-09-02,x31st.week,
2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,x31st.week,
2000,Eve,Got It All,3:48,Rap,2000-07-15,x31st.week,
2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,x31st.week,
2000,"Spencer, Tracie",Still In My Heart,4:11,Rock,2000-03-04,x31st.week,
2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,x31st.week,
2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,x31st.week,
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,x31st.week,
2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,x31st.week,
2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,x31st.week,
2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,x31st.week,
2000,"Price, Kelly",Love Sets You Free,3:46,Rock,2000-05-13,x31st.week,
2000,En Vogue,Riddle,5:10,Rock,2000-06-17,x31st.week,
2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,x31st.week,
2000,Anastacia,I'm Outta Love,4:01,Pop,2000-04-01,x31st.week,
2000,Trina,Pull Over,2:58,Rap,2000-09-09,x31st.week,
2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,x31st.week,
2000,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,x31st.week,
2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,x31st.week,
2000,De La Soul,All Good?,5:02,Rap,2000-12-23,x31st.week,
2000,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,x31st.week,
2000,"Braxton, Toni",Spanish Guitar,4:24,Rock,2000-12-02,x31st.week,
2000,Tuesday,I Know,4:06,Rock,2000-12-30,x31st.week,
2000,LL Cool J,Imagine That,4:00,Rap,2000-08-12,x31st.week,
2000,Master P,Souljas,3:33,Rap,2000-11-18,x31st.week,
2000,Ghostface Killah,Cherchez LaGhost,3:04,R&B,2000-08-05,x31st.week,
2000,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,x31st.week,
2000,Zombie Nation,Kernkraft 400,3:30,Rock,2000-09-02,x31st.week,
2000,"Eastsidaz, The",Got Beef,3:58,Rap,2000-07-01,x31st.week,
2000,Fragma,Toca's Miracle,3:22,R&B,2000-10-28,x31st.week,
2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,x32nd.week,
2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,x32nd.week,
2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,x32nd.week,46.0
2000,Madonna,Music,3:45,Rock,2000-08-12,x32nd.week,
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,x32nd.week,
2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,x32nd.week,
2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,x32nd.week,47.0
2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,x32nd.week,
2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,x32nd.week,
2000,Lonestar,Amazed,4:25,Country,1999-06-05,x32nd.week,45.0
2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,x32nd.week,
2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,x32nd.week,
2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,x32nd.week,10.0
2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,x32nd.week,3.0
2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,x32nd.week,43.0
2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,x32nd.week,28.0
2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,x32nd.week,
2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,x32nd.week,4.0
2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,x32nd.week,
2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,x32nd.week,
2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,x32nd.week,29.0
2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,x32nd.week,44.0
2000,98ˇ,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,x32nd.week,
2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,x32nd.week,39.0
2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,x32nd.week,3.0
2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,x32nd.week,
2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,x32nd.week,
2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,x32nd.week,
2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,x32nd.week,7.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,x32nd.week,42.0
2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,x32nd.week,
2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,x32nd.week,
2000,Pink,Most Girls,4:06,Rock,2000-08-12,x32nd.week,
2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,x32nd.week,
2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,x32nd.week,
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,x32nd.week,
2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,x32nd.week,
2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,x32nd.week,
2000,Ruff Endz,No More,3:56,Rock,2000-07-01,x32nd.week,
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,x32nd.week,
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,x32nd.week,
2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,x32nd.week,
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,x32nd.week,
2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,x32nd.week,
2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,x32nd.week,
2000,Pink,There U Go,3:23,Rock,2000-03-04,x32nd.week,44.0
2000,Creed,Higher,5:16,Rock,1999-09-11,x32nd.week,28.0
2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,x32nd.week,37.0
2000,Next,Wifey,4:03,Rock,2000-05-27,x32nd.week,
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,x32nd.week,
2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,x32nd.week,
2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,x32nd.week,
2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,x32nd.week,
2000,Everclear,Wonderful,4:30,Rock,2000-07-08,x32nd.week,
2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,x32nd.week,
2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,x32nd.week,
2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,x32nd.week,
2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,x32nd.week,
2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,x32nd.week,
